"","voted2004","voted2008","Kerryvoter","Obamavoter","white","black","pres.approval","partyid","economy"
"1213",0,1,0,1,0,1,-1,1,-0.5
"1214",0,0,0,0,0,1,-1,1,-1
"1215",0,1,0,1,0,1,-1,0,-0.5
"1216",1,1,0,0,1,0,1,0,-0.5
"1217",1,1,0,0,1,0,1,-1,-1
"1218",1,1,0,0,1,0,0.5,-1,-0.5
"1219",0,1,0,0,1,0,-0.5,-1,-1
"1220",0,0,0,0,1,0,0.5,0,-0.5
"1221",0,1,0,0,1,0,1,0,0
"1222",1,1,0,1,1,0,-0.5,1,-1
"1223",1,1,0,0,1,0,1,0,-0.5
"1224",1,1,0,0,1,0,1,0,-0.5
"1225",0,0,0,0,0,1,-1,1,-1
"1226",1,1,0,0,1,0,0.5,1,0.5
"1227",1,1,1,1,1,0,-1,0,-1
"1228",1,1,0,1,0,1,-1,1,0
"1229",1,0,1,0,1,0,-1,1,-0.5
"1230",0,0,0,0,1,0,1,-1,-1
"1231",0,0,0,0,0,1,-1,0,-1
"1232",0,0,0,0,1,0,1,0,0
"1233",1,1,1,1,0,1,-1,1,0
"1234",1,1,0,1,0,1,-0.5,1,0
"1235",1,0,0,1,1,0,-0.5,1,-1
"1237",1,0,1,1,0,1,0,0,-1
"1239",1,0,1,1,1,0,-1,1,-1
"1241",0,0,0,0,1,0,-1,0,-1
"1243",1,0,1,1,1,0,-1,1,-1
"1245",1,0,0,1,1,0,-0.5,-1,-1
"1247",1,0,1,1,1,0,-1,1,-1
"1249",1,0,0,1,1,0,-1,0,-1
"1251",1,0,0,1,1,0,-1,0,-1
"1253",1,0,1,0,1,0,-1,1,-1
"1255",1,0,0,1,1,0,-1,0,-1
"1257",0,0,0,1,1,0,-1,1,-1
"1259",1,0,1,1,1,0,-1,1,-0.5
"1261",1,0,1,1,0,1,-0.5,1,1
"1263",1,0,1,1,0,1,-1,1,-0.5
"1265",0,0,0,1,0,1,-1,1,-1
"1267",1,0,1,1,0,1,-1,1,-1
"1269",1,0,0,0,0,1,-1,0,-1
"1271",1,0,1,0,0,1,-1,1,0
"1273",1,0,1,1,0,1,-1,1,-1
"1275",1,0,1,1,0,1,-1,0,-1
"1277",1,0,0,1,1,0,-0.5,-1,0.5
"1279",1,0,1,1,0,1,-1,0,-1
"1281",1,0,1,1,0,1,-1,1,-1
"1283",0,0,0,1,1,0,-1,1,-0.5
"1285",1,0,1,1,0,1,-1,1,-0.5
"1287",1,0,1,1,0,1,-1,1,-1
"1289",1,0,1,1,1,0,-1,1,-1
"1291",1,0,1,1,0,1,-1,1,-1
"1293",0,0,0,0,1,0,-1,0,-0.5
"1295",0,0,0,0,0,1,-1,1,-0.5
"1297",1,0,1,1,0,1,-1,1,-0.5
"1299",1,0,0,1,0,1,-1,1,-1
"1301",1,0,0,0,1,0,-1,1,-1
"1303",1,0,1,1,0,1,-1,1,-1
"1305",0,0,0,0,1,0,0,1,-1
"1307",0,0,0,1,1,0,0,0,-1
"1309",1,0,0,1,1,0,-1,0,-1
"1311",0,0,0,0,1,0,0.5,0,-1
"1313",0,0,0,0,1,0,-1,0,0
"1315",0,0,0,1,1,0,-0.5,-1,-1
"1317",1,1,1,1,1,0,-1,1,-1
"1318",1,1,1,1,0,1,-1,1,-1
"1319",1,1,1,1,0,1,-1,1,-0.5
"1320",1,0,0,0,1,0,-1,0,-0.5
"1321",1,1,0,0,1,0,-0.5,-1,-1
"1322",1,1,0,0,1,0,1,-1,-1
"1323",1,1,0,0,1,0,0,0,0
"1324",1,1,1,1,0,1,-1,1,-1
"1325",1,1,1,1,0,1,-1,1,-1
"1326",1,0,0,0,1,0,1,-1,-1
"1327",0,1,0,1,0,1,-1,1,-1
"1328",1,1,1,1,0,1,-1,1,-1
"1329",1,1,0,0,0,0,-1,0,-1
"1330",0,1,0,1,1,0,-1,-1,-1
"1331",1,1,1,1,1,0,-1,0,-1
"1332",1,0,0,0,1,0,-1,-1,-1
"1333",1,1,1,1,1,0,-1,-1,-1
"1334",1,1,0,0,1,0,-1,-1,-1
"1335",1,1,0,1,1,0,0.5,-1,-1
"1336",1,1,0,0,1,0,-0.5,-1,-1
"1337",1,1,0,0,1,0,0.5,-1,-0.5
"1338",1,1,0,0,1,0,0.5,-1,-1
"1339",0,0,0,0,1,0,-0.5,0,-1
"1340",1,0,1,1,0,1,-1,1,-1
"1342",0,0,0,0,1,0,0.5,1,-0.5
"1343",0,1,0,0,1,0,-0.5,0,-1
"1344",0,0,0,0,1,0,0.5,0,0
"1345",1,1,0,0,1,0,-0.5,0,-1
"1346",0,0,0,0,1,0,-0.5,0,-1
"1347",1,1,0,0,1,0,0.5,0,0
"1348",1,1,0,0,1,0,1,-1,-1
"1349",1,1,0,0,1,0,0.5,0,0.5
"1350",0,0,0,0,1,0,-1,0,-1
"1351",1,1,0,0,1,0,0.5,-1,-0.5
"1352",1,1,1,1,1,0,-0.5,1,-0.5
"1353",1,1,0,0,1,0,1,-1,-1
"1354",1,0,1,0,1,0,-1,0,-0.5
"1355",1,1,0,0,1,0,-1,-1,-0.5
"1356",1,1,0,0,1,0,0,-1,-1
"1357",1,1,0,0,1,0,0.5,-1,-0.5
"1358",1,1,0,0,1,0,0.5,-1,-0.5
"1359",0,0,0,0,1,0,-1,0,-1
"1360",1,1,0,0,1,0,0,0,0
"1361",1,1,0,0,1,0,0.5,-1,-0.5
"1362",0,0,0,0,1,0,-1,0,-0.5
"1363",1,1,1,0,1,0,-1,0,-1
"1364",1,1,1,0,1,0,0,0,-0.5
"1365",0,1,0,0,1,0,1,-1,0
"1366",0,0,0,0,1,0,0.5,-1,-0.5
"1367",1,1,0,0,1,0,0.5,-1,0
"1368",1,1,1,1,1,0,-1,0,-1
"1369",1,1,0,0,1,0,0,-1,-1
"1370",1,0,0,0,1,0,-1,-1,-0.5
"1371",1,1,0,0,1,0,0.5,-1,0
"1372",1,1,1,1,0,0,-1,1,-1
"1373",1,1,0,0,1,0,1,-1,-1
"1374",1,1,0,0,1,0,1,-1,-0.5
"1375",0,1,0,0,1,0,0.5,0,-0.5
"1376",1,1,1,1,1,0,-1,0,-1
"1377",0,1,0,1,1,0,-1,1,-1
"1378",0,1,0,0,1,0,1,-1,0.5
"1379",1,1,1,1,1,0,-1,0,-1
"1380",1,1,1,1,1,0,-1,0,-1
"1381",0,1,0,0,1,0,0.5,-1,-1
"1382",1,1,0,0,1,0,-1,0,-1
"1383",1,1,0,0,1,0,1,-1,0
"1384",0,1,0,1,1,0,-1,-1,-1
"1385",0,1,0,1,1,0,-1,1,-1
"1386",0,1,0,0,1,0,-1,0,-1
"1387",1,1,0,0,1,0,0.5,-1,-0.5
"1388",1,1,1,1,1,0,-1,1,-1
"1389",1,0,1,0,1,0,-1,0,-1
"1391",0,0,0,0,0,0,0,0,-1
"1393",1,0,0,0,1,0,1,-1,-1
"1395",1,0,1,0,1,0,-1,1,-1
"1397",0,0,0,0,1,0,-1,1,-1
"1399",1,0,1,0,0,0,-1,1,-0.5
"1401",1,0,0,0,1,0,-0.5,0,-1
"1403",0,0,0,0,1,0,-1,-1,-0.5
"1405",1,0,0,0,1,0,1,-1,-0.5
"1407",0,1,0,0,1,0,-0.5,0,-1
"1408",1,1,0,0,1,0,-0.5,-1,-1
"1409",1,1,1,1,1,0,-1,0,-1
"1410",1,1,0,1,1,0,1,1,-1
"1411",0,1,0,1,0,0,-1,0,-0.5
"1412",1,1,0,0,1,0,-0.5,-1,-1
"1413",1,1,1,1,1,0,-1,1,-1
"1414",0,1,0,1,0,0,0.5,1,0.5
"1415",1,1,1,1,0,1,-1,1,0
"1416",0,0,0,0,0,0,-0.5,1,0
"1417",0,1,0,1,0,0,0.5,0,-1
"1418",1,0,0,0,0,0,0.5,0,0.5
"1419",1,1,0,1,0,0,-1,1,-0.5
"1420",1,1,1,0,1,0,-0.5,1,-0.5
"1421",0,0,0,0,1,0,-1,1,-1
"1422",1,0,1,0,1,0,-1,1,-1
"1423",1,0,0,0,1,0,1,-1,0
"1424",0,0,0,0,1,0,-1,1,-0.5
"1425",0,0,0,0,1,0,-1,0,-0.5
"1426",1,1,0,0,1,0,1,-1,-0.5
"1427",0,0,0,0,1,0,-1,0,0
"1428",0,0,0,0,1,0,-1,0,-1
"1429",1,0,0,0,0,0,1,1,-1
"1430",1,1,0,1,0,0,-0.5,1,-1
"1431",0,0,0,0,0,0,-1,0,-1
"1432",1,1,1,0,1,0,-1,1,-1
"1433",0,1,0,1,1,0,-0.5,1,-0.5
"1434",0,0,0,0,1,0,-0.5,0,-1
"1435",1,1,0,1,1,0,-1,1,0
"1436",1,1,0,0,0,0,-0.5,1,-1
"1437",1,1,1,1,1,0,-0.5,1,-1
"1438",0,0,0,0,0,0,0,0,0
"1439",0,0,0,0,1,0,-0.5,0,-1
"1440",0,0,0,0,0,0,-1,1,-1
"1441",1,0,1,0,1,0,-1,0,-1
"1442",1,0,0,0,1,0,0.5,-1,-0.5
"1443",0,1,0,0,1,0,0.5,1,-1
"1444",0,1,0,1,0,0,-1,1,0
"1445",1,1,0,1,1,0,-1,1,-1
"1446",1,1,1,1,0,1,-1,1,-1
"1447",0,0,0,0,1,0,-1,0,0
"1448",1,1,0,0,1,0,-0.5,-1,-0.5
"1449",1,0,0,0,0,0,-1,0,-1
"1450",0,0,0,0,0,0,0.5,0,-1
"1451",1,1,0,1,1,0,-1,1,-1
"1452",1,0,0,0,0,0,1,-1,1
"1453",0,1,0,1,0,0,1,1,-1
"1454",0,0,0,0,0,0,1,0,0
"1455",1,1,0,1,1,0,-0.5,1,-1
"1456",1,1,0,0,0,0,-0.5,1,-0.5
"1457",0,0,0,0,1,0,0,0,-0.5
"1458",1,1,1,0,1,0,-0.5,0,-1
"1459",1,1,1,1,1,0,-1,0,-1
"1460",1,1,1,0,1,0,-1,-1,-1
"1461",1,1,0,0,1,0,-1,0,-0.5
"1462",0,0,0,0,0,0,-0.5,0,-0.5
"1463",1,1,1,1,1,0,-1,1,-1
"1464",1,1,0,1,1,0,0,1,-1
"1465",1,1,1,1,0,0,-1,1,-0.5
"1466",1,1,1,0,1,0,-1,1,-1
"1467",1,1,1,1,0,0,-1,0,-1
"1468",0,0,0,0,0,0,-1,0,-1
"1469",0,1,0,1,1,0,-1,1,-1
"1470",0,0,0,0,0,0,0.5,1,0.5
"1471",0,1,0,0,1,0,-1,0,0
"1472",1,0,0,0,1,0,1,1,-1
"1473",1,1,0,1,1,0,-0.5,1,-0.5
"1474",1,1,1,0,1,0,-1,1,-1
"1475",0,0,0,0,1,0,-1,0,-1
"1476",1,0,0,0,1,0,-1,1,-1
"1477",1,0,0,0,1,0,1,-1,-0.5
"1478",0,0,0,0,0,0,-1,0,-0.5
"1479",1,1,0,0,1,0,1,-1,0.5
"1480",0,0,0,0,1,0,-0.5,0,-1
"1481",1,1,1,1,1,0,-1,0,-1
"1482",1,1,0,1,1,0,-1,0,-1
"1483",1,1,0,0,1,0,0.5,-1,-1
"1484",0,0,0,0,1,0,-0.5,1,-1
"1485",0,0,0,0,1,0,-0.5,0,-0.5
"1486",1,1,0,0,1,0,-1,0,0
"1487",1,1,1,1,1,0,-0.5,1,-1
"1488",0,0,0,0,0,0,-1,0,-1
"1489",0,1,0,0,1,0,1,-1,1
"1490",1,1,0,1,1,0,-1,0,-1
"1492",1,1,0,0,1,0,-0.5,0,-1
"1493",1,1,0,0,1,0,-0.5,-1,-0.5
"1494",0,1,0,0,1,0,0.5,0,-1
"1495",1,0,0,0,1,0,1,-1,-1
"1496",1,1,0,1,1,0,-0.5,1,0
"1497",1,1,0,0,1,0,0.5,0,0.5
"1498",1,0,0,0,1,0,0.5,-1,-1
"1499",1,1,0,0,1,0,0,-1,-0.5
"1500",1,1,0,0,1,0,0,-1,-1
"1501",0,1,0,1,1,0,-1,1,-1
"1502",1,1,0,0,0,0,-1,-1,-0.5
"1503",0,1,0,0,1,0,1,0,-1
"1504",0,0,0,0,1,0,-0.5,0,0
"1505",0,0,0,0,1,0,-0.5,0,-1
"1506",1,1,0,0,1,0,0.5,-1,-0.5
"1507",1,1,0,0,1,0,0.5,-1,-0.5
"1508",1,1,1,1,0,1,-1,1,-0.5
"1509",1,1,1,1,1,0,-1,1,-1
"1510",1,1,1,1,0,0,-1,0,-1
"1511",1,0,1,0,0,1,-1,1,-1
"1512",1,1,1,1,0,0,-1,1,-0.5
"1513",1,1,1,1,1,0,-1,0,-1
"1514",0,0,0,0,1,0,-1,1,-0.5
"1515",1,1,1,1,1,0,-1,0,-1
"1516",1,1,1,1,1,0,-1,1,-1
"1517",0,1,0,1,1,0,-0.5,0,-0.5
"1518",0,0,0,0,0,1,-0.5,0,-1
"1519",1,0,1,0,0,1,-1,1,-1
"1520",1,1,1,1,1,0,-1,0,-0.5
"1521",0,0,0,0,0,1,1,0,-1
"1522",1,1,0,1,1,0,-1,0,-1
"1523",0,0,0,0,0,0,0,0,0
"1524",0,0,0,0,1,0,-1,0,-0.5
"1525",1,1,1,1,0,1,-1,1,-1
"1526",1,0,0,0,1,0,-1,0,-0.5
"1527",0,0,0,0,0,0,-1,1,-1
"1528",1,1,1,1,0,1,-1,0,-1
"1530",1,1,0,0,1,0,-0.5,1,-1
"1531",1,1,1,1,0,0,-1,1,-1
"1532",1,1,0,0,1,0,0.5,-1,-1
"1533",1,1,0,0,1,0,0.5,-1,-1
"1534",1,1,0,0,1,0,0.5,0,-1
"1535",1,1,0,1,1,0,-1,0,-1
"1536",0,0,0,0,1,0,0.5,0,-1
"1537",0,1,0,1,1,0,-1,0,-1
"1538",0,0,0,0,1,0,0.5,1,-1
"1539",0,0,0,0,1,0,-0.5,0,-1
"1540",1,1,0,1,0,1,-1,-1,-1
"1541",1,1,1,0,1,0,-1,0,-1
"1542",1,1,1,1,1,0,-1,1,-1
"1543",0,0,0,0,1,0,-0.5,-1,-1
"1544",1,0,1,0,1,0,-1,0,-1
"1545",1,1,1,1,1,0,-1,1,-1
"1546",1,0,0,0,1,0,-1,0,-1
"1547",0,0,0,0,1,0,-1,-1,-1
"1548",0,1,0,1,0,1,-1,0,-1
"1549",1,1,1,1,1,0,-1,1,-1
"1550",1,0,1,0,1,0,-1,1,-1
"1551",1,0,1,0,1,0,-1,0,-1
"1552",1,1,1,1,0,0,-1,1,-1
"1553",1,1,1,1,1,0,-1,1,-1
"1554",1,0,0,0,1,0,-1,-1,-1
"1555",1,1,0,0,1,0,0.5,-1,-0.5
"1556",0,1,0,1,0,1,-1,1,-1
"1557",1,1,1,1,1,0,-1,0,-1
"1558",1,1,1,1,0,0,-1,1,-1
"1559",1,1,0,1,1,0,-0.5,-1,-0.5
"1560",1,1,0,0,1,0,-1,-1,-1
"1561",1,1,0,1,1,0,-0.5,-1,1
"1562",1,0,0,0,1,0,-1,0,-1
"1563",0,1,0,0,1,0,-0.5,0,-1
"1564",0,1,0,1,1,0,-1,0,-1
"1565",0,0,0,0,1,0,0,0,-0.5
"1566",0,1,0,1,1,0,1,0,-0.5
"1567",1,1,1,0,1,0,-1,0,-1
"1568",1,1,0,0,1,0,-1,-1,-1
"1569",0,1,0,1,1,0,-1,0,-1
"1570",1,1,0,0,1,0,-1,-1,0
"1571",0,0,0,0,1,0,-1,0,-1
"1572",0,1,0,1,1,0,-1,0,-1
"1573",1,1,0,0,1,0,-1,-1,-1
"1574",1,0,0,0,1,0,-1,0,-1
"1575",1,0,0,0,1,0,-1,0,-1
"1576",0,1,0,0,1,0,-1,0,0
"1577",1,1,0,0,1,0,1,-1,-1
"1578",1,1,1,1,1,0,-1,0,-1
"1579",1,1,1,1,0,1,-1,1,-1
"1580",1,1,1,1,1,0,-1,1,-1
"1581",1,1,1,1,1,0,-1,1,-1
"1582",0,0,0,0,1,0,-1,-1,-1
"1583",0,0,0,0,1,0,-1,0,-1
"1584",1,1,0,1,1,0,-1,1,-1
"1585",0,0,0,0,1,0,-1,0,-1
"1586",1,1,0,0,1,0,-1,-1,-1
"1587",1,1,1,0,1,0,-1,0,-1
"1588",1,0,1,0,1,0,-1,1,-1
"1589",0,0,0,0,0,0,-1,0,-1
"1590",0,0,0,0,0,0,0,0,-0.5
"1591",0,0,0,0,1,0,-1,1,-1
"1592",1,1,0,0,1,0,1,0,-1
"1593",1,1,1,1,0,1,-1,0,-1
"1594",1,1,1,1,0,1,-1,1,-1
"1595",0,0,0,0,1,0,1,1,-0.5
"1596",0,0,0,0,0,0,-0.5,0,-1
"1597",0,1,0,1,1,0,-1,1,-1
"1598",1,1,1,1,0,1,-1,1,-1
"1599",1,1,1,1,0,1,-1,1,-1
"1600",0,0,0,0,0,1,-0.5,1,-0.5
"1601",1,1,1,1,0,1,-1,1,-1
"1602",0,0,0,0,1,0,-1,0,0
"1603",0,0,0,0,0,1,0,0,-0.5
"1604",1,1,1,1,0,1,-1,1,-0.5
"1605",0,1,0,1,0,1,-1,1,-1
"1606",0,1,0,1,0,1,-1,1,-1
"1607",1,1,1,1,0,1,-1,1,-1
"1608",0,1,0,1,0,1,-1,1,0.5
"1609",1,1,1,1,0,1,-1,1,-1
"1610",1,1,0,1,0,0,-0.5,0,-1
"1611",0,1,0,1,0,1,-1,1,-0.5
"1612",1,1,1,1,0,1,-1,0,-1
"1613",0,0,0,0,0,0,-1,0,-1
"1614",1,1,0,0,0,0,-0.5,0,-1
"1615",1,1,1,0,0,0,-1,1,-1
"1616",1,1,1,1,0,1,-1,1,-0.5
"1617",0,0,0,0,0,0,-1,1,-1
"1618",1,1,1,1,0,1,-1,1,-1
"1619",1,1,1,1,1,0,-1,1,-1
"1620",0,1,0,1,0,1,-1,1,-1
"1621",1,1,0,0,1,0,-0.5,-1,-1
"1622",0,0,0,0,0,0,0.5,0,-1
"1623",1,1,0,0,1,0,0.5,-1,-0.5
"1624",1,1,0,0,1,0,0.5,0,0
"1625",0,1,0,1,0,1,-1,1,-0.5
"1626",1,1,0,1,0,1,-1,1,-1
"1627",1,1,1,0,0,1,-1,1,-1
"1628",0,0,0,0,0,0,-0.5,0,-1
"1629",1,1,0,0,1,0,-1,-1,-1
"1630",1,1,1,1,0,0,-1,1,-1
"1631",0,0,0,0,1,0,-1,1,-1
"1632",1,1,1,1,1,0,-1,0,-1
"1633",1,1,1,1,1,0,-1,1,-1
"1634",1,1,0,0,1,0,0.5,0,-0.5
"1635",1,1,1,0,1,0,-1,1,-1
"1636",1,1,0,0,1,0,-0.5,-1,-1
"1637",1,1,1,0,1,0,-1,1,-1
"1638",0,0,0,0,1,0,-1,1,-0.5
"1639",0,0,0,0,1,0,-0.5,0,-0.5
"1640",0,1,0,1,1,0,-0.5,1,-1
"1641",1,1,1,0,1,0,-1,1,-1
"1642",1,1,1,1,0,1,-1,1,-1
"1643",1,1,1,1,1,0,-1,1,-1
"1644",1,0,1,0,1,0,-1,1,-1
"1645",1,1,0,0,1,0,-1,-1,-1
"1646",1,1,0,0,1,0,1,-1,-0.5
"1647",0,0,0,0,1,0,-1,1,-1
"1648",1,1,1,1,1,0,-1,1,-1
"1649",1,1,0,0,1,0,1,0,-0.5
"1650",0,0,0,0,1,0,-1,0,-1
"1651",1,1,1,1,1,0,-1,1,-1
"1652",1,1,1,1,0,0,-1,0,-0.5
"1653",1,1,0,0,1,0,1,-1,-1
"1654",1,1,1,1,1,0,-1,1,-1
"1655",1,1,1,1,1,0,-1,1,-1
"1656",0,0,0,0,1,0,0.5,0,-0.5
"1657",1,1,1,1,1,0,-1,0,-0.5
"1658",1,1,1,1,1,0,-1,1,-1
"1659",1,1,0,0,1,0,1,-1,-1
"1660",0,0,0,0,1,0,0.5,0,-1
"1661",1,1,0,1,1,0,-0.5,0,-1
"1662",1,1,0,0,1,0,0.5,1,-1
"1663",1,1,0,0,1,0,1,-1,-0.5
"1664",1,1,0,0,1,0,-1,-1,-1
"1665",1,1,1,0,0,0,-0.5,1,-0.5
"1666",1,1,0,0,1,0,-1,-1,-0.5
"1667",0,0,0,0,1,0,1,0,-1
"1668",1,1,1,1,1,0,-1,0,-0.5
"1669",0,0,0,0,1,0,-1,0,-1
"1670",0,1,0,0,1,0,0.5,-1,-0.5
"1671",0,0,0,0,1,0,0.5,-1,-1
"1672",0,0,0,0,1,0,-1,-1,-0.5
"1673",0,1,0,0,1,0,-0.5,-1,-0.5
"1674",1,1,0,0,1,0,-0.5,-1,-1
"1675",1,1,0,0,1,0,1,-1,0.5
"1676",1,1,0,0,1,0,0.5,0,-0.5
"1677",1,1,1,1,1,0,-0.5,1,-1
"1678",1,1,0,0,1,0,0.5,-1,-0.5
"1679",1,1,0,1,1,0,-1,1,-1
"1680",1,0,1,0,1,0,-1,1,-1
"1681",1,1,1,1,0,1,-0.5,1,-1
"1682",1,1,1,1,0,1,-1,1,-1
"1683",1,0,1,0,0,1,-0.5,1,-0.5
"1684",0,1,0,1,0,1,-1,1,-1
"1685",0,1,0,0,1,0,1,0,-0.5
"1686",1,1,1,1,0,1,-1,1,0.5
"1687",1,1,1,0,1,0,-0.5,1,-1
"1688",1,0,0,0,1,0,-1,0,-0.5
"1689",1,1,1,1,0,1,-1,1,-1
"1690",1,1,1,1,1,0,-1,1,-1
"1691",1,1,0,1,0,1,-0.5,1,-1
"1692",1,1,1,1,1,0,-1,1,-1
"1693",0,1,0,1,0,1,-1,0,0
"1694",0,0,0,0,0,1,-1,0,-1
"1695",1,1,0,0,0,0,1,-1,-0.5
"1696",0,0,0,0,1,0,0.5,0,-1
"1697",1,1,0,0,1,0,0.5,0,-0.5
"1698",0,0,0,0,0,0,-1,0,-0.5
"1699",1,1,0,1,1,0,-0.5,1,-1
"1700",1,1,0,0,1,0,0.5,0,-0.5
"1701",1,1,0,0,1,0,0.5,-1,-1
"1702",1,1,0,0,1,0,0.5,-1,-0.5
"1703",1,1,0,0,1,0,0.5,0,0
"1704",0,1,0,0,1,0,-1,0,-1
"1705",1,1,1,1,0,1,-0.5,1,-1
"1706",1,1,0,1,1,0,-1,1,-1
"1707",1,1,0,0,0,0,0.5,-1,-0.5
"1708",1,1,1,1,1,0,-1,1,-1
"1709",1,1,0,0,1,0,0,-1,-1
"1710",1,1,1,1,0,1,-1,0,-0.5
"1711",1,1,1,0,0,1,-1,1,-1
"1712",1,0,1,0,1,0,-1,1,-1
"1713",0,1,0,0,1,0,-1,-1,-1
"1714",1,1,1,1,0,1,-1,1,-1
"1715",1,1,0,0,1,0,-0.5,-1,-1
"1716",1,1,1,1,0,1,-1,1,-1
"1717",1,1,1,1,0,1,-1,1,-1
"1718",1,1,1,1,0,1,-1,1,-1
"1719",1,1,1,1,0,1,-1,1,-1
"1720",1,1,1,1,0,1,-1,1,-1
"1721",0,1,0,1,0,1,-1,1,-0.5
"1722",1,1,1,1,0,1,-1,1,-1
"1723",0,1,0,1,0,1,-1,1,-0.5
"1724",0,1,0,1,0,1,-1,1,-0.5
"1725",1,1,1,1,0,1,-1,1,-1
"1726",1,1,1,1,0,1,-1,1,-1
"1727",0,0,0,0,0,1,-1,1,0
"1728",1,1,1,1,0,1,-1,0,0
"1729",1,1,1,1,0,1,-1,1,-1
"1730",1,1,1,1,1,0,-1,1,-0.5
"1731",0,1,0,1,0,1,-1,1,0
"1732",1,0,0,0,0,1,-0.5,0,-1
"1733",0,0,0,0,0,1,-1,0,-0.5
"1734",1,1,1,1,0,1,-0.5,1,0
"1735",1,1,1,1,0,1,-1,0,-1
"1736",1,0,1,0,0,1,-1,1,-1
"1737",1,1,1,1,0,1,-1,1,-0.5
"1738",1,1,1,1,0,1,-1,1,-1
"1739",1,1,1,1,0,1,-1,1,-1
"1740",0,1,0,1,1,0,-1,0,-0.5
"1741",1,1,0,0,1,0,-1,0,-0.5
"1742",1,1,1,1,0,0,-1,1,-1
"1743",0,0,0,0,0,0,1,-1,-0.5
"1744",1,1,0,0,1,0,1,0,-1
"1745",1,1,0,1,0,0,-1,-1,-1
"1746",1,1,0,1,0,1,-1,-1,-1
"1747",0,1,0,0,0,0,-1,0,-1
"1748",1,1,0,0,1,0,1,-1,0.5
"1749",0,0,0,0,1,0,-1,0,0
"1750",1,1,1,0,1,0,-1,1,-1
"1751",1,0,1,0,0,1,0.5,1,-0.5
"1752",0,0,0,0,1,0,-1,1,-1
"1753",1,1,1,1,1,0,-1,0,-1
"1754",0,1,0,1,1,0,-1,1,-1
"1755",1,1,1,1,1,0,-1,1,-1
"1756",1,1,1,1,0,0,-1,1,-1
"1757",1,1,0,0,1,0,0.5,-1,0
"1758",1,0,0,0,0,0,0.5,1,-1
"1759",1,1,1,1,1,0,-1,1,-1
"1760",1,1,1,1,1,0,-1,1,-1
"1761",1,1,0,0,1,0,0,0,-1
"1762",1,0,1,0,1,0,-1,1,-1
"1763",0,1,0,0,1,0,-0.5,-1,-0.5
"1764",1,1,0,0,1,0,-0.5,-1,-1
"1765",0,1,0,1,1,0,-1,0,-1
"1766",0,0,0,0,0,0,-1,0,-1
"1767",0,1,0,0,0,0,-1,1,-1
"1768",1,1,1,1,0,0,-1,0,-1
"1769",1,1,1,1,1,0,-1,1,-0.5
"1770",0,0,0,0,0,0,-0.5,0,-0.5
"1771",1,1,1,1,1,0,-1,0,-1
"1772",1,1,1,1,1,0,-1,1,-0.5
"1773",1,1,0,1,1,0,0,1,-1
"1774",1,1,1,0,1,0,-1,1,-1
"1775",1,1,0,0,1,0,-0.5,-1,-1
"1776",1,1,1,1,0,0,-1,1,-1
"1777",1,1,1,1,1,0,-1,1,-1
"1778",0,1,0,1,0,0,-1,1,-1
"1779",1,1,1,1,1,0,-1,1,-1
"1780",0,0,0,0,1,0,-1,0,-0.5
"1781",0,0,0,0,1,0,-0.5,0,-1
"1782",0,0,0,0,1,0,-0.5,0,-1
"1783",1,1,1,1,1,0,-1,1,-1
"1784",0,0,0,0,1,0,-0.5,0,-0.5
"1785",0,0,0,0,1,0,-1,1,-1
"1786",0,0,0,0,1,0,-1,0,-0.5
"1787",0,0,0,0,1,0,-1,1,-1
"1788",0,0,0,0,1,0,-1,0,-1
"1789",1,1,0,1,1,0,0,1,-1
"1790",0,0,0,0,1,0,-1,0,-0.5
"1791",1,1,0,1,1,0,-1,0,-1
"1792",1,1,0,0,1,0,1,-1,-1
"1793",1,1,1,1,1,0,-1,1,-1
"1794",1,0,0,0,1,0,-1,-1,0
"1795",0,1,0,1,1,0,-1,0,-1
"1796",0,0,0,0,1,0,-1,0,-1
"1797",0,1,0,0,1,0,-0.5,-1,-1
"1798",1,1,1,1,1,0,-1,1,-1
"1799",1,0,1,0,1,0,-1,0,-1
"1800",0,0,0,0,1,0,-1,1,-1
"1801",1,1,1,0,1,0,-1,0,-1
"1802",1,1,0,0,1,0,1,-1,0
"1803",1,1,1,1,0,1,-1,1,0
"1804",0,0,0,0,0,1,-1,1,-1
"1805",1,1,1,1,0,1,-1,1,-0.5
"1806",1,1,1,1,0,1,-1,1,-1
"1807",1,1,1,1,0,1,-1,1,-1
"1808",1,1,1,1,0,1,-0.5,1,-1
"1809",0,1,0,1,0,1,-1,1,-1
"1810",1,1,0,1,0,1,-1,1,-0.5
"1811",1,1,0,1,0,0,-1,-1,-0.5
"1812",1,1,0,1,0,1,-1,0,-1
"1813",1,0,1,0,0,1,-1,1,-1
"1814",0,1,0,1,0,1,-1,0,-1
"1815",0,0,0,0,1,0,-1,0,-1
"1816",1,0,0,0,1,0,-1,0,-1
"1817",1,1,1,1,1,0,-0.5,0,-1
"1818",1,1,1,0,1,0,-1,0,-1
"1819",0,1,0,1,0,1,-1,0,-1
"1820",0,0,0,0,1,0,-1,0,-0.5
"1821",0,0,0,0,1,0,-1,0,0
"1822",0,0,0,0,0,0,-1,1,-1
"1823",1,0,0,0,1,0,-0.5,0,-0.5
"1824",0,1,0,1,1,0,-1,1,-1
"1825",0,0,0,0,1,0,-1,0,-1
