"","voted2004","voted2008","Kerryvoter","Obamavoter","white","black","pres.approval","partyid","economy"
"585",1,1,1,1,0,1,-1,1,-1
"586",0,1,0,1,0,1,-0.5,1,-1
"587",1,1,0,0,1,0,0.5,-1,-0.5
"588",0,0,0,0,1,0,-1,0,-1
"589",1,1,1,1,1,0,-1,1,-1
"590",0,0,0,0,1,0,-1,-1,-1
"591",0,0,0,0,1,0,-1,1,-1
"592",0,0,0,0,1,0,-1,1,-1
"593",1,1,1,0,1,0,-1,1,-1
"594",0,0,0,0,1,0,-0.5,0,-1
"595",0,0,0,0,1,0,-1,0,-1
"596",1,1,0,0,1,0,-0.5,-1,-1
"597",1,1,0,1,1,0,-0.5,0,-0.5
"598",0,1,0,1,1,0,-1,1,-1
"599",1,1,0,1,1,0,0.5,0,-0.5
"600",1,1,1,1,1,0,-1,0,-1
"601",1,0,1,0,1,0,-1,1,-1
"602",1,1,0,0,1,0,0.5,-1,-1
"603",1,1,1,1,1,0,-0.5,1,-1
"604",1,1,0,0,1,0,-0.5,-1,-1
"605",1,1,1,0,1,0,-1,0,-1
"606",1,1,1,1,1,0,-1,0,-1
"607",0,0,0,0,1,0,-1,-1,-1
"608",1,1,1,1,1,0,-1,0,-1
"609",1,1,1,1,1,0,-1,0,-0.5
"610",1,0,0,0,1,0,1,-1,0
"611",0,1,0,0,1,0,-1,1,-1
"612",1,0,0,0,1,0,1,-1,-0.5
"613",1,1,0,0,1,0,-1,-1,-1
"614",1,1,0,0,1,0,-1,-1,-1
"615",1,1,1,1,0,0,0.5,1,-1
"616",0,1,0,0,1,0,1,-1,0
"617",1,1,1,1,0,0,-1,0,-1
"618",1,1,0,0,1,0,0.5,-1,-1
"619",0,0,0,0,1,0,0,0,-0.5
"620",0,0,0,0,0,0,0,0,-1
"621",0,0,0,0,1,0,1,-1,0
"622",1,1,0,0,1,0,-0.5,0,-1
"623",1,1,0,1,1,0,-1,1,-1
"624",0,0,0,0,1,0,-0.5,0,-1
"625",0,0,0,0,1,0,-1,-1,-1
"626",1,1,1,1,1,0,-1,1,-1
"627",1,1,0,0,1,0,1,-1,-1
"628",1,0,0,0,1,0,0.5,-1,-0.5
"629",1,1,1,1,0,0,-1,1,-1
"630",1,1,1,1,1,0,-1,0,-1
"631",0,0,0,0,1,0,1,0,-1
"632",1,1,0,0,1,0,0.5,-1,0.5
"633",0,1,0,0,1,0,-1,0,-1
"634",0,1,0,0,1,0,0.5,-1,-1
"635",1,0,0,0,1,0,1,0,-1
"636",1,1,0,0,1,0,1,-1,-1
"637",1,1,0,1,1,0,-0.5,1,-1
"638",0,1,0,1,0,0,-1,1,-1
"639",1,1,0,0,1,0,-1,-1,-1
"640",0,1,0,0,1,0,1,-1,-0.5
"641",0,1,0,1,1,0,-1,0,-1
"642",0,1,0,0,1,0,0.5,0,-0.5
"643",0,0,0,0,1,0,-1,0,-1
"644",1,1,1,1,0,0,-1,1,-1
"645",1,1,0,0,1,0,-1,-1,-0.5
"646",1,1,0,0,1,0,1,-1,-1
"647",1,0,0,0,1,0,-1,0,-1
"648",1,1,0,0,1,0,-1,-1,-0.5
"649",0,0,0,0,1,0,-1,0,-1
"650",0,1,0,0,1,0,0.5,0,-0.5
"651",0,1,0,1,1,0,0.5,-1,-1
"652",0,1,0,1,0,1,-1,1,-1
"653",1,1,1,1,1,0,-1,0,-1
"654",0,1,0,1,1,0,0,0,-1
"655",1,1,0,0,1,0,-1,0,-1
"656",1,1,1,1,1,0,-1,1,-1
"657",1,0,1,0,1,0,-1,0,-1
"658",1,1,1,1,1,0,-1,1,-0.5
"659",0,1,0,0,1,0,0.5,0,-1
"660",1,1,1,1,1,0,-0.5,1,-1
"661",1,1,1,1,1,0,-1,0,-1
"662",1,1,1,1,1,0,-1,0,-1
"663",1,0,1,0,1,0,-1,0,-0.5
"664",1,1,0,0,1,0,-0.5,0,-1
"665",1,1,0,1,1,0,1,-1,-1
"666",0,1,0,0,1,0,0.5,0,-0.5
"667",1,1,0,0,1,0,-0.5,-1,-1
"668",0,1,0,0,1,0,0.5,-1,-0.5
"669",1,1,0,0,1,0,0.5,-1,-1
"670",0,1,0,0,1,0,0.5,0,-0.5
"671",0,1,0,0,1,0,-1,0,-1
"672",0,0,0,0,1,0,-1,0,-1
"673",1,1,1,1,1,0,-1,1,-1
"674",1,1,1,0,1,0,-1,0,-1
"675",1,1,1,1,1,0,-1,1,-1
"676",1,0,0,0,1,0,-1,0,-1
"677",1,0,1,0,1,0,-1,1,-1
"678",1,1,0,0,1,0,0.5,-1,-1
"679",1,1,0,0,1,0,0.5,-1,-0.5
"680",1,1,1,1,1,0,-1,0,-1
"681",0,0,0,0,1,0,1,-1,-0.5
"682",1,1,1,1,1,0,-1,0,-1
"683",0,1,0,0,1,0,0.5,-1,-0.5
"684",1,1,0,0,1,0,1,-1,-1
"685",1,1,0,0,1,0,-1,-1,-1
"686",0,1,0,0,0,0,-0.5,0,-1
"687",0,0,0,0,1,0,-1,0,-1
"688",1,1,0,0,1,0,0.5,-1,-1
"689",1,1,0,0,1,0,0.5,-1,-0.5
"690",1,1,0,0,1,0,0.5,0,-1
"691",0,0,0,0,1,0,-1,-1,-1
"692",0,1,0,0,1,0,-0.5,1,-0.5
"693",1,1,0,0,1,0,-1,0,-1
"694",1,1,0,0,1,0,-0.5,-1,-0.5
"695",1,1,0,0,1,0,1,-1,-1
"696",1,1,1,1,1,0,-1,1,-1
"697",1,1,1,1,0,1,-1,1,-0.5
"698",1,1,0,0,1,0,1,-1,-1
"699",1,1,0,0,1,0,1,-1,-1
"700",1,1,1,1,0,1,-0.5,0,-1
"701",1,1,0,0,1,0,1,-1,-0.5
"702",1,1,0,0,1,0,-0.5,0,-1
"703",0,0,0,0,1,0,0.5,0,-0.5
"704",1,1,0,0,1,0,0.5,-1,0
"705",1,1,1,1,1,0,-1,1,-1
"706",1,1,1,1,1,0,-1,1,-1
"707",0,1,0,1,0,1,-1,0,-1
"708",1,1,1,1,0,1,-1,1,-1
"709",1,1,1,1,0,1,-1,1,-1
"710",1,1,1,1,0,1,-1,0,-0.5
"711",1,1,1,1,0,1,-1,1,-0.5
"712",0,1,0,1,0,1,1,0,-0.5
"713",0,0,0,0,0,1,-0.5,0,-1
"714",0,0,0,0,0,1,0.5,-1,-1
"715",1,1,0,1,0,1,-1,0,-1
"716",0,1,0,0,0,1,-0.5,1,-1
"717",1,0,1,0,0,1,-1,1,-1
"718",1,1,1,1,0,1,-1,1,-1
"719",0,0,0,0,0,1,-1,1,-0.5
"720",1,1,1,1,0,1,-1,1,-1
"721",1,1,0,1,0,1,-0.5,1,-1
"722",1,1,0,1,0,1,-1,0,-1
"723",0,0,0,0,0,1,-1,1,-1
"724",1,1,0,0,1,0,-1,0,-0.5
"725",1,1,1,1,0,1,-1,1,-1
"726",1,0,1,0,0,1,-1,1,-1
"727",0,1,0,1,0,1,-1,1,-1
"728",0,0,0,0,0,1,-1,1,-1
"729",1,1,1,1,0,1,-1,0,-1
"730",1,0,0,0,1,0,-1,0,-0.5
"731",0,0,0,0,1,0,0.5,0,-1
"732",1,1,1,1,0,1,-1,0,-1
"733",0,0,0,0,0,1,-1,0,-1
"734",1,1,1,1,0,1,-1,1,-0.5
"735",1,1,0,0,1,0,0.5,-1,-1
"736",0,0,0,0,1,0,-1,0,-0.5
"737",0,0,0,0,1,0,-1,1,-1
"738",1,1,0,0,1,0,1,-1,-0.5
"739",0,0,0,0,1,0,-1,0,-1
"740",1,1,0,0,1,0,0.5,0,-0.5
"741",1,1,0,0,1,0,1,0,-1
"742",1,0,0,0,1,0,0,0,-0.5
"743",1,1,0,0,1,0,0.5,-1,-1
"744",1,1,1,1,0,1,-1,1,-1
"745",1,0,1,0,0,1,-1,0,-1
"746",0,1,0,1,0,1,-1,0,0
"747",1,1,0,0,1,0,0.5,0,-1
"748",1,0,0,0,1,0,0,-1,-1
"749",1,1,0,1,1,0,-1,0,-1
"750",1,1,0,0,1,0,0.5,-1,0
"751",0,1,0,1,1,0,-1,0,-1
"752",0,0,0,0,1,0,-1,1,-0.5
"753",1,1,1,1,0,1,-1,1,-1
"754",1,1,0,0,1,0,1,-1,-0.5
"755",1,0,0,0,0,0,-1,0,1
"756",1,1,0,0,1,0,1,-1,0.5
"757",0,0,0,0,1,0,0,0,-1
"758",1,1,1,1,0,1,-1,0,-0.5
"759",0,0,0,0,1,0,0,0,-1
"760",1,1,1,0,1,0,-1,1,-1
"761",0,1,0,0,1,0,-1,0,-1
"762",0,0,0,0,1,0,-1,1,1
"763",0,0,0,0,1,0,-0.5,0,-0.5
"764",0,1,0,1,0,1,-1,0,0
"765",0,1,0,1,0,1,-1,1,-1
"766",0,1,0,1,0,1,1,1,-1
"767",1,1,1,1,0,1,-0.5,1,-1
"768",1,1,1,1,0,1,-1,1,-1
"769",1,1,1,1,0,1,-1,1,-1
"770",0,1,0,1,0,1,-0.5,1,0
"771",1,0,0,0,0,1,-0.5,0,0.5
"772",0,1,0,1,0,1,-0.5,-1,-1
"773",1,0,1,0,0,1,-1,1,-1
"774",0,0,0,0,0,1,-1,1,-1
"775",0,1,0,1,0,1,-1,1,-0.5
"776",1,1,1,1,0,1,-1,1,-1
"777",0,0,0,0,0,1,-1,1,0.5
"778",1,1,1,1,0,1,-1,1,0
"779",0,1,0,1,0,0,-1,0,-1
"780",1,1,1,1,0,1,-1,1,-1
"781",1,1,0,1,0,1,-1,1,-1
"782",0,0,0,0,0,1,-1,1,-1
"783",1,1,1,1,0,1,-1,1,0
"784",1,1,1,1,0,1,-1,1,-1
"785",1,1,1,1,0,1,-1,1,-1
"786",1,1,0,0,1,0,1,0,-1
"787",1,1,1,1,0,1,-1,1,0
"788",1,1,1,1,0,1,-1,1,-1
"789",1,1,1,1,0,1,-1,1,-1
"790",1,1,1,1,0,1,-1,1,-1
"791",1,1,1,1,0,1,-1,1,0
"792",1,1,1,1,0,1,-1,1,-1
"793",1,1,1,1,0,1,-1,0,-1
"794",1,0,1,0,0,1,-0.5,1,-1
"795",1,1,0,0,1,0,-1,0,-0.5
"796",0,0,0,0,1,0,-1,0,-1
"797",0,0,0,0,0,0,-1,0,-1
"798",0,0,0,0,1,0,-1,1,-0.5
"799",0,1,0,1,1,0,-1,1,-1
"800",0,0,0,0,1,0,-1,0,-0.5
"801",1,1,0,0,1,0,0.5,-1,-0.5
"802",1,1,0,1,1,0,-1,1,-1
"803",1,1,1,1,1,0,0.5,0,-0.5
"804",1,1,1,0,1,0,-1,1,-1
"805",1,1,1,1,1,0,-1,1,-1
"806",1,1,1,0,1,0,-1,1,-1
"807",0,0,0,0,1,0,-1,1,-1
"808",1,1,0,0,1,0,1,-1,0
"809",1,1,1,1,1,0,-1,1,-1
"810",1,1,0,0,1,0,-1,0,-1
"811",1,0,0,0,1,0,-1,0,-1
"812",1,1,0,0,1,0,0.5,-1,-1
"813",1,1,0,1,1,0,-0.5,1,-0.5
"814",1,1,0,1,1,0,-1,0,-1
"815",0,0,0,0,1,0,-1,1,-1
"816",0,1,0,0,1,0,-1,1,-1
"817",1,0,0,0,1,0,0,0,-0.5
"818",1,1,0,0,1,0,0,0,-1
"819",0,0,0,0,1,0,-1,-1,-0.5
"820",1,0,0,0,1,0,-1,1,0
"821",1,1,1,1,1,0,-1,1,-1
"822",1,1,0,1,1,0,-1,0,-1
"823",0,0,0,0,1,0,0,0,-0.5
"824",1,0,0,0,1,0,-0.5,1,-0.5
"825",1,1,1,1,0,1,-1,1,-1
"826",0,1,0,1,0,1,-1,1,-0.5
"827",0,1,0,1,0,1,-1,0,-1
"828",1,0,1,0,0,1,-1,1,-1
"829",1,1,1,1,0,1,-1,1,-1
"830",0,0,0,0,1,0,-1,0,-1
"831",1,1,1,1,0,1,-1,1,-1
"832",0,1,0,1,0,1,-1,1,-1
"833",0,0,0,0,1,0,-1,0,-0.5
"834",0,0,0,0,1,0,-0.5,0,-0.5
"835",0,0,0,0,0,1,-1,1,-1
"836",0,0,0,0,0,1,-1,1,-1
"837",0,1,0,1,1,0,-1,0,-0.5
"838",1,1,0,1,1,0,-1,1,-1
"839",0,0,0,0,1,0,-1,1,-1
"840",0,0,0,0,1,0,-1,0,-1
"841",1,0,0,0,1,0,-1,0,0
"842",0,1,0,1,1,0,-1,0,-0.5
"843",0,0,0,0,1,0,-1,1,-1
"844",0,0,0,0,1,0,0.5,0,-1
"845",1,1,0,0,1,0,1,-1,0
"846",1,1,0,0,1,0,1,-1,0
"847",1,1,0,0,1,0,1,-1,-1
"848",0,1,0,1,1,0,-1,1,-1
"849",0,0,0,0,1,0,-0.5,1,-0.5
"850",0,0,0,0,1,0,-0.5,1,-1
"852",0,0,0,0,1,0,-0.5,0,-1
"854",1,0,1,1,1,0,-1,0,-1
"856",1,0,0,1,1,0,0,-1,-1
"858",0,0,0,0,0,0,1,0,0.5
"860",0,0,0,0,1,0,0.5,1,-0.5
"862",1,0,0,0,1,0,-1,1,-1
"864",0,0,0,0,1,0,0.5,0,-0.5
"866",0,0,0,0,0,0,-1,0,-0.5
"868",0,0,0,0,1,0,1,0,0
"870",0,0,0,0,1,0,0,0,-0.5
"872",1,0,0,0,0,1,-1,0,-0.5
"874",1,0,0,1,0,0,0.5,-1,-1
"876",0,0,0,1,1,0,-0.5,0,-0.5
"878",1,0,0,1,1,0,0.5,0,-0.5
"880",1,0,0,1,1,0,1,-1,-1
"882",1,0,0,1,1,0,0.5,-1,-0.5
"884",1,0,0,1,1,0,-1,0,-1
"886",1,0,0,1,1,0,-0.5,0,-1
"888",1,0,0,1,1,0,0.5,-1,-0.5
"890",1,0,1,1,1,0,-1,1,-1
"892",1,0,0,0,1,0,-0.5,-1,-1
"894",1,0,0,0,1,0,-0.5,0,-1
"896",1,0,0,1,1,0,-0.5,0,-1
"898",1,0,0,1,1,0,0.5,1,-1
"900",1,0,0,0,1,0,1,-1,0.5
"902",1,0,1,1,1,0,-1,1,-0.5
"904",1,0,0,1,1,0,1,-1,-1
"906",0,0,0,0,0,1,-1,0,-0.5
"907",1,1,0,1,0,1,1,0,0.5
"908",1,1,1,1,0,1,-0.5,1,-1
"909",1,1,1,1,0,1,0,1,0.5
"910",0,1,0,1,0,1,-1,1,0
"911",1,1,1,1,0,1,1,1,-1
"912",0,1,0,1,0,1,-1,1,-1
"913",1,1,1,1,0,1,-1,1,-1
"914",1,0,1,0,0,1,-0.5,1,-0.5
"915",0,1,0,1,0,1,-1,1,-1
"916",1,1,1,1,0,1,-1,0,-0.5
"917",1,1,1,1,0,1,-1,1,-1
"918",1,1,1,1,0,1,-1,1,-1
"919",1,1,1,1,0,1,-1,1,-1
"920",0,1,0,1,0,1,-1,1,-1
"921",0,1,0,1,0,1,-1,0,-1
"922",1,1,1,1,0,1,0,1,-0.5
"923",0,1,0,1,0,1,-1,1,0
"924",0,0,0,0,0,1,-1,1,-1
"925",1,1,1,1,0,1,-1,1,-1
"926",0,0,0,0,0,1,-0.5,0,0
"927",1,0,0,0,0,1,-1,1,0.5
"928",1,1,0,1,0,1,0.5,1,-0.5
"929",1,1,1,1,0,1,-1,1,-1
"930",1,1,1,1,0,1,-1,1,-0.5
"931",1,1,1,1,0,1,-1,1,-1
"932",1,1,1,1,0,1,-0.5,1,-1
"933",1,0,0,0,0,1,-0.5,1,-0.5
"934",1,1,1,1,0,1,-0.5,1,-1
"935",0,0,0,0,0,1,-1,1,-1
"936",1,1,1,1,0,1,-1,1,0
"937",1,0,0,0,0,1,-1,0,-0.5
"938",0,0,0,0,0,1,0.5,1,-1
"939",1,1,0,1,0,1,-1,1,0
"940",0,1,0,1,0,1,-0.5,0,-0.5
"941",1,1,1,1,0,1,-1,0,0
"942",1,1,1,1,0,1,-1,1,0
"943",1,0,1,0,0,1,-1,0,0.5
"944",0,1,0,1,0,1,-0.5,1,0
"945",0,0,0,0,0,1,-0.5,0,-0.5
"946",1,1,1,1,0,1,-1,1,-1
"947",0,0,0,0,0,1,0,0,-0.5
"948",0,0,0,0,0,1,-1,1,-0.5
"949",1,1,1,1,0,1,-1,1,-1
"950",0,1,0,1,0,1,-1,0,-1
"951",0,1,0,1,0,1,-0.5,1,-0.5
"952",0,1,0,1,0,1,-1,0,-1
"953",1,1,1,1,0,1,-1,1,-1
"954",0,1,0,1,0,1,-1,1,-0.5
"955",1,1,1,1,0,1,-1,1,-1
"956",0,0,0,0,0,1,-0.5,0,-1
"957",0,0,0,0,0,1,-1,0,0
"958",0,0,0,0,0,1,-1,0,0
"959",0,1,0,1,0,1,-1,1,-0.5
"960",0,0,0,0,0,1,-1,0,-1
"961",1,0,1,0,0,1,0.5,0,-1
"962",0,1,0,1,0,1,0.5,1,-1
"963",1,1,0,0,1,0,1,0,-0.5
"964",1,1,0,0,1,0,0.5,1,-1
"965",1,1,0,0,1,0,-0.5,-1,-1
"966",0,0,0,0,1,0,-1,1,-0.5
"967",1,1,0,0,1,0,0.5,-1,-0.5
"968",0,1,0,1,1,0,-1,1,-0.5
"969",0,0,0,0,1,0,0.5,0,-0.5
"970",1,0,0,0,1,0,0.5,0,0.5
"971",0,1,0,1,1,0,-1,1,-1
"972",1,1,0,0,1,0,-1,0,-0.5
"973",1,1,1,1,1,0,-1,1,-1
"974",1,1,0,0,1,0,1,0,-1
"975",0,0,0,0,1,0,-1,1,-1
"976",0,0,0,0,1,0,0.5,0,-1
"977",1,1,0,0,1,0,1,-1,-0.5
"978",1,1,0,0,1,0,1,-1,-1
"979",0,0,0,0,1,0,-1,0,-0.5
"980",1,1,0,0,1,0,0.5,0,0
"981",1,1,0,0,1,0,-1,-1,-1
"982",1,1,0,0,1,0,-1,-1,-1
"983",1,1,1,0,1,0,-0.5,1,-1
"984",1,1,0,0,1,0,-1,1,-1
"985",1,0,0,0,1,0,1,-1,0
"986",0,0,0,0,1,0,0.5,-1,-0.5
"987",1,1,0,0,1,0,-1,1,-1
"988",0,0,0,0,1,0,-1,0,-1
"989",1,0,0,1,1,0,0.5,0,0
"991",1,0,0,1,1,0,-1,0,-1
"993",0,0,0,1,0,0,-0.5,1,0.5
"995",1,0,1,1,1,0,-1,0,-1
"997",1,0,1,1,1,0,-1,1,-1
"999",0,0,0,0,0,0,-1,0,0
"1001",1,0,1,1,1,0,-0.5,0,-1
"1003",0,0,0,0,0,0,1,0,0
"1005",1,0,1,1,1,0,-1,1,-1
"1007",1,0,1,0,1,0,-1,1,-0.5
"1009",1,0,0,0,1,0,-0.5,-1,-0.5
"1011",1,0,0,1,1,0,-0.5,0,-1
"1013",1,0,0,0,1,0,-0.5,-1,0
"1015",1,0,0,1,1,0,-0.5,-1,-1
"1017",1,0,1,1,1,0,-1,1,0
"1019",0,0,0,1,1,0,-1,0,-1
"1021",1,0,1,1,1,0,-1,0,-1
"1023",1,0,1,1,1,0,-1,1,-1
"1025",1,0,1,1,1,0,-1,1,-1
"1027",1,0,1,1,1,0,-1,1,-1
"1029",1,0,0,0,1,0,0.5,-1,-1
"1031",1,0,0,1,1,0,-1,0,-1
"1033",0,1,0,1,0,0,-1,0,-1
"1034",1,1,1,1,0,1,-1,0,-1
"1035",1,1,1,1,1,0,-1,1,-1
"1036",1,1,0,0,1,0,0.5,-1,-1
"1037",1,1,0,0,1,0,-0.5,-1,-1
"1038",0,0,0,0,1,0,0.5,0,-1
"1039",1,1,0,1,1,0,-1,-1,-1
"1040",1,1,0,0,1,0,1,-1,-1
"1041",0,1,0,0,1,0,1,0,-1
"1042",0,1,0,0,1,0,0.5,0,-1
"1043",1,1,0,1,1,0,-1,0,-1
"1044",1,1,0,1,1,0,-1,0,-1
"1045",0,0,0,0,1,0,-1,1,-1
"1046",0,1,0,1,1,0,-1,1,-1
"1047",1,0,0,0,1,0,0.5,-1,-0.5
"1048",1,1,1,1,1,0,-1,1,0
"1049",0,1,0,1,0,1,-1,0,-1
"1050",0,1,0,1,0,1,-1,1,-1
"1051",0,1,0,1,0,1,0.5,0,0
"1052",0,0,0,0,0,1,-1,0,-1
"1053",0,1,0,1,0,1,-1,0,-1
"1054",0,0,0,0,0,1,-1,0,-1
"1055",1,1,1,1,0,1,-0.5,1,-1
"1056",1,1,1,1,0,1,-1,1,-1
"1057",1,0,0,0,0,1,-1,0,0
"1058",1,1,1,1,0,1,-1,1,0
"1059",0,1,0,1,0,1,-1,1,-1
"1060",1,1,0,1,0,1,-1,0,-1
"1061",1,1,1,1,0,1,-1,0,-1
"1062",0,1,0,1,0,1,1,1,-0.5
"1063",0,1,0,1,0,1,-1,1,-1
"1064",1,1,1,1,0,1,-1,1,-1
"1065",1,1,1,1,0,1,-1,1,-1
"1066",1,0,1,0,0,0,-1,1,-0.5
"1067",1,1,1,1,0,1,-1,1,-1
"1068",1,1,1,1,0,1,-1,1,-1
"1069",1,0,1,0,0,1,-1,1,0
"1070",1,1,1,1,0,1,-1,1,-1
"1071",1,1,1,1,0,1,-1,1,-1
"1072",1,1,1,1,0,0,-1,1,-0.5
"1073",1,1,0,0,0,1,0,0,-1
"1074",1,0,1,0,0,1,-0.5,1,-0.5
"1075",1,1,1,1,0,1,-1,1,-1
"1076",1,1,1,1,0,1,-0.5,0,0
"1077",1,1,1,1,0,1,-0.5,1,-0.5
"1078",0,1,0,1,0,1,-1,1,-1
"1079",0,1,0,1,0,1,-1,1,0
"1080",1,1,1,1,0,1,-1,0,-0.5
"1081",1,1,1,1,0,1,-1,1,-1
"1082",1,1,1,1,0,1,-1,1,-1
"1083",0,0,0,0,0,1,-1,0,-1
"1084",0,1,0,1,0,1,-1,1,-1
"1085",1,1,1,1,0,1,-1,0,-1
"1086",0,1,0,1,0,1,-0.5,0,0
"1087",0,1,0,1,0,1,-1,1,0
"1088",1,1,1,1,0,1,-1,1,-1
"1089",0,1,0,1,0,1,-1,1,-0.5
"1090",1,0,1,0,0,0,-1,1,-0.5
"1091",1,1,1,1,0,1,-1,1,-0.5
"1092",1,0,0,0,0,0,-1,0,-1
"1093",1,0,0,0,0,1,-1,1,-1
"1094",1,1,1,1,0,1,-1,1,-0.5
"1095",0,1,0,1,0,1,0,0,0
"1096",0,1,0,0,0,1,-1,0,-0.5
"1097",1,1,1,1,0,1,-1,1,-1
"1098",1,1,1,1,0,1,-1,0,-1
"1099",1,0,0,0,0,1,-0.5,1,-0.5
"1100",0,1,0,1,0,1,-1,0,-1
"1101",0,1,0,1,0,1,-1,1,-1
"1102",0,1,0,1,0,1,-1,1,-1
"1103",1,1,1,1,0,1,-1,1,-1
"1104",0,0,0,0,0,1,-1,1,-1
"1105",1,1,1,1,0,1,-1,1,-1
"1106",1,1,1,1,0,1,-1,0,-1
"1107",1,1,1,1,0,0,-1,1,-1
"1108",1,1,1,1,0,0,-1,1,-1
"1109",1,1,1,1,0,1,-1,1,-1
"1110",1,1,1,1,0,1,-1,1,-1
"1111",1,1,1,1,0,1,-1,1,-0.5
"1112",1,0,1,0,0,1,-1,1,-1
"1113",1,1,1,1,0,1,-1,1,-1
"1114",1,1,1,1,0,1,-1,1,-1
"1115",1,0,1,0,0,1,-1,1,-1
"1116",0,0,0,0,0,1,-1,1,-0.5
"1117",1,1,1,1,0,1,-1,1,-1
"1118",1,1,1,1,0,1,-1,1,-1
"1119",1,1,1,1,0,1,-1,1,-1
"1120",1,1,1,1,0,1,-1,1,-1
"1121",1,1,0,1,0,1,-1,0,-0.5
"1122",1,1,1,1,0,1,-1,1,-1
"1123",1,1,0,0,0,0,0.5,-1,-1
"1124",1,1,1,1,0,1,-1,1,-1
"1125",0,1,0,1,1,0,-1,0,-1
"1126",0,1,0,1,1,0,-1,0,-1
"1127",1,1,0,1,1,0,-1,1,-1
"1128",0,0,0,0,1,0,-1,0,-1
"1129",0,1,0,1,0,1,-0.5,-1,-1
"1130",1,1,1,1,1,0,-1,0,-1
"1131",0,1,0,1,1,0,-1,0,-1
"1132",1,1,1,0,1,0,-0.5,1,-1
"1133",1,0,1,0,0,0,-1,1,-1
"1134",1,1,1,1,1,0,-1,1,-1
"1135",1,1,1,1,1,0,-1,0,-0.5
"1136",0,0,0,0,1,0,-1,1,-1
"1137",0,0,0,0,1,0,-1,0,-1
"1138",0,0,0,0,1,0,-1,1,-1
"1139",1,1,1,1,1,0,-1,1,-1
"1140",1,0,0,0,1,0,-1,0,-1
"1141",1,1,1,1,1,0,-1,1,-1
"1142",1,1,0,0,1,0,-1,0,-1
"1143",0,0,0,0,1,0,0.5,0,-1
"1144",1,0,1,0,0,1,-1,1,-0.5
"1145",1,1,0,1,0,1,0,1,0
"1146",1,1,1,1,0,1,-1,1,-1
"1147",1,0,0,0,0,0,0.5,0,-0.5
"1148",1,0,0,0,1,0,-0.5,0,-0.5
"1149",1,0,1,0,1,0,-0.5,0,-1
"1150",1,1,1,1,1,0,-1,0,-1
"1151",1,1,1,1,1,0,-1,1,-0.5
"1152",1,1,1,1,1,0,-1,1,-1
"1153",1,1,1,1,0,0,-1,1,-1
"1154",1,1,1,0,1,0,0.5,0,-0.5
"1155",0,0,0,0,0,1,-0.5,0,-0.5
"1156",1,1,1,1,1,0,-1,1,-1
"1158",1,0,1,0,1,0,-1,1,-1
"1159",1,1,0,0,1,0,1,0,-1
"1160",1,1,1,0,1,0,-1,0,-1
"1161",1,1,1,1,1,0,-1,0,-1
"1162",1,1,0,0,1,0,0.5,0,-0.5
"1163",1,1,0,1,1,0,-1,0,-0.5
"1164",1,1,1,1,1,0,-1,0,-0.5
"1165",1,1,1,1,0,1,-1,1,-0.5
"1166",1,1,1,1,1,0,-1,0,-1
"1167",1,1,0,0,1,0,0.5,-1,-1
"1168",1,1,0,0,1,0,-0.5,-1,-0.5
"1169",1,1,0,0,1,0,0.5,0,-1
"1170",1,1,0,0,1,0,1,-1,-0.5
"1171",1,1,1,1,1,0,-1,1,-1
"1172",1,1,0,0,1,0,-1,1,-0.5
"1173",1,1,0,0,1,0,-0.5,-1,-1
"1174",1,1,0,0,1,0,0.5,-1,0
"1175",1,0,0,0,1,0,1,-1,-1
"1176",1,1,0,0,1,0,0.5,-1,-1
"1177",1,1,0,0,1,0,-1,-1,-1
"1178",0,1,0,0,1,0,1,-1,-0.5
"1179",1,1,0,0,1,0,-1,-1,-1
"1180",0,1,0,1,1,0,-1,1,-1
"1181",1,1,1,0,1,0,-0.5,1,-1
"1182",1,1,0,0,1,0,-0.5,0,-1
"1183",1,1,1,1,0,1,-1,1,-1
"1184",0,1,0,1,0,1,-1,1,-0.5
"1185",1,1,1,1,0,1,-1,0,-1
"1186",1,1,0,1,0,1,0,1,-1
"1187",0,0,0,0,0,1,-1,1,-1
"1188",0,1,0,1,0,1,-1,1,-1
"1189",1,1,1,1,0,1,-1,0,-1
"1190",1,1,1,1,0,1,-1,0,-1
"1191",1,1,1,1,0,1,-1,1,-1
"1192",1,1,1,1,0,1,-1,1,-0.5
"1193",1,1,1,1,0,1,-1,1,-1
"1194",1,1,1,1,0,1,-1,1,-1
"1195",0,0,0,0,0,1,-1,1,-1
"1196",1,1,1,1,0,1,-1,1,-1
"1197",0,1,0,1,0,1,-1,1,-1
"1198",1,1,1,1,0,1,-1,1,-1
"1199",1,0,0,0,0,1,-1,1,-0.5
"1200",1,1,1,1,0,1,-1,1,-1
"1201",1,1,1,1,0,1,-1,1,-1
"1202",0,0,0,0,0,1,-1,0,-1
"1203",1,1,1,1,0,1,-1,1,-1
"1204",1,0,0,0,1,0,-0.5,1,-0.5
"1205",0,1,0,1,0,1,-1,1,-1
"1206",0,0,0,0,0,1,-0.5,1,-1
"1207",0,1,0,1,0,1,-1,1,-0.5
"1208",1,1,0,1,0,1,-0.5,1,-0.5
"1209",0,0,0,0,0,1,-1,-1,0.5
"1210",1,1,1,1,0,1,-1,1,0
"1211",1,1,1,1,0,1,-1,0,-0.5
"1212",0,1,0,1,0,1,1,0,0
